Argo_Mole_Carbon_Edition.glb	9afc4a2397e6e2144fc1d3dff9c1f053f4fad7af10fa8eb14422c75a730b6c21	2531932
Argo_Mole_Talus_Edition.glb	9afc4a2397e6e2144fc1d3dff9c1f053f4fad7af10fa8eb14422c75a730b6c21	2531932
Asgard.glb	90c488f49fa6fd424a910d8f8765da62d8341f0349daadb8818c79c8645c454b	215592
Aurora_CL.glb	6b503199236e6822154dcd36b842935335a150ab6fb9eb233289c612185ecc06	1179348
Aurora_ES.glb	6b503199236e6822154dcd36b842935335a150ab6fb9eb233289c612185ecc06	1179348
Aurora_LN.glb	6b503199236e6822154dcd36b842935335a150ab6fb9eb233289c612185ecc06	1179348
Aurora_LX.glb	0b7766c0632450dc8fb9216810148c6ea3210a9f8b9285863c44cd9fdd9754e2	168688
Aurora_MR.glb	6b503199236e6822154dcd36b842935335a150ab6fb9eb233289c612185ecc06	1179348
Avenger_Stalker.glb	26c3a536321810a0eb3cefc56712e5aeab1cabfa0349551739b6eeba20d7e273	765808
Avenger_Titan.glb	bbec2d160ccae76742b2619781d8051f32e4a6cc0437cdd5f27a80c4acce883c	837384
Avenger_Titan_Renegade.glb	bbec2d160ccae76742b2619781d8051f32e4a6cc0437cdd5f27a80c4acce883c	837384
Avenger_Warlock.glb	c9fc68e6acef5648c2509f3f3caeb5ff85aaba2657d393dfc9320cab7a7c870a	684036
Ballista.glb	a46564be4fa05f25956dca58c48027667afd6ff5f2cdd9d3ef17f71ef13d6d59	933384
Blade.glb	e6014905ab0eeb1e010bdd45ebf7ac02f287a94c1a78c77af70788c23aa792cd	1650364
Buccaneer.glb	ffb5c7b3a57f916326592e34621bd1e4796e771f1e13ace203c37a7a950fa755	541420
C1_Spirit.glb	29cad445a886d77fe6d2b3116050d45f306a65fe4c60e22e3cfe04d8b9b7e277	2432684
C2_Hercules.glb	4e97f00a758cdbdbc0c7118d5e4af9bb5fc6532b6fb7969a6727cef0bd06f233	1539084
C8R_Pisces.glb	0232cf4df4d0093d956835e85afe7c2abeaabb9940e1afd4e24045baf48f5a13	331360
C8X_Pisces_Expedition.glb	048856c0e76c836efcff7e97435404dc52d46d4e205a3ea70d4ee3dadce421d2	437160
C8_Pisces.glb	0232cf4df4d0093d956835e85afe7c2abeaabb9940e1afd4e24045baf48f5a13	331360
CSV-SM.glb	ab9890d4e08179961d771bf3f71589c0ccec3df24c0b934f7ce95c6784438d5b	897952
Carrack.glb	04a5cd5261534c69ed5e0aad9f654b460ad1c6a97fbb91937df90081cebd40ff	579848
Carrack_Expedition.glb	04a5cd5261534c69ed5e0aad9f654b460ad1c6a97fbb91937df90081cebd40ff	579848
Carrack_Expedition_w_C8X.glb	04a5cd5261534c69ed5e0aad9f654b460ad1c6a97fbb91937df90081cebd40ff	579848
Carrack_w_C8X.glb	04a5cd5261534c69ed5e0aad9f654b460ad1c6a97fbb91937df90081cebd40ff	579848
Caterpillar.glb	07941103ff0b12aedb91eaa74246c73a2580872230d4358f91f16905a1ba5591	977188
Caterpillar_Best_In_Show_Edition_2949.glb	07941103ff0b12aedb91eaa74246c73a2580872230d4358f91f16905a1ba5591	977188
Caterpillar_Pirate_Edition.glb	07941103ff0b12aedb91eaa74246c73a2580872230d4358f91f16905a1ba5591	977188
Centurion.glb	89b4d7a8807ff7ef9b77db5f5162ea4cf251a6df05eac48ffeb9255e735fa19e	1733096
Clipper.glb	8b2f5a9891f68a0b63a3bc3232d784694a9636c965b8fd748dd102f2cad91ffd	2141280
Constellation_Andromeda.glb	50e0bdabfe597da41ed34c91bc36298f42b2455016be53ed83d7aa062d8c1aea	2602528
Constellation_Phoenix.glb	f90025060aa28fe04b2ad4c53cf76a7b5ea82b89231171588aa3c30d52a1532f	2349984
Constellation_Phoenix_Emerald.glb	91a5002da8dbea23e5c79470594f5c248afbe4f7d0e9a8588055ca079a6dc76c	2350036
Constellation_Taurus.glb	889cdf0f8e6415864ec3aa3dc5cd16a1478ff5afe5dd97570c1505aa98b14cc2	1948060
Corsair.glb	ee5c4864c299d69ef5821f9a55de138797730a4c690ee4df8eff8e3cf7e292d6	2560604
Crucible.glb	07e7afef1e75d1b48671bb0dc2777672c3bae8c0e541f725622d67c2b3f1a6cb	1261624
Cutlass_Black_Best_In_Show_Edition_2949.glb	1c2dac61eaa38be8a4a8e6e02204bb7ab2e9aab335d22c037b45dc4d081e9971	728552
Cutlass_Blue.glb	cdbcf8c8940ecb3b2c163e1c0038a06a24e1c57de8add18c6df2a835be4eb2db	1831956
Cutlass_Red.glb	936f4f362c36468d36db18032edee15cbc6fbf85b2a0794aa571782f7e6da3d3	1232064
Cutlass_Steel.glb	1c2dac61eaa38be8a4a8e6e02204bb7ab2e9aab335d22c037b45dc4d081e9971	728552
Cutter.glb	87fda4fcecdd01be249c016f968328f54604d8057a0ea924a6861b2c990cee8a	2478560
Cutter_Rambler.glb	490921e63c7f64ffcbf78df9b8172c0c6fff115d1b6c257c68583c472d83cbc4	2493664
Cutter_Scout.glb	fcf28fab5c0a278f8474b7ad04f21b614f2ab564a67261505db2b926945f68de	2150600
Cyclone.glb	6ef25f7f9b9ea001474c91c26e3d686b4d6c4e583f34598ef9e7c55d00bc6d58	481080
Cyclone_AA.glb	98f0a7d038241d198bfe18205c3ae6a222f2724836b9d405d61148fcafa29b02	1991512
Cyclone_MT.glb	8d60d135e482393cad26b45b0b89c4140fc614b93ceac4ba88b7ddf830e70e53	1175508
Cyclone_RC.glb	dcf8e1cd863dd7d5ded2e6232d5d65c4adb92ff05925044f43ccec3cbd94333d	1662280
Cyclone_RN.glb	0331d0c0ca8a558f05aead3979df4e3252b24cb82cc0bfd0793faaa60a9e9052	2372672
Cyclone_TR.glb	483eb89ff8318c00d31fa23987432829c47422484967db866ab7bec2bbdb72f8	1739352
Defender.glb	c65bf8ac0c39726870b70db05d7e038fd81290da5a22f533ec01a019feee5544	1134996
Dragonfly_Black.glb	072aba8f52b43bb9f86662008553913e198115a21eb6d40eff394364959a390d	2478732
Dragonfly_Yellowjacket.glb	fd43579a5522fd81a7b813f1d795a8994796e6e57a4e90d58845359b0cd63472	2478668
E1_Spirit.glb	13f2bba1fd53629bbd0cea9cdbb28582e081c9c74c3c789c6b51c48a8a0ef99e	2523576
Eclipse.glb	c900392bfa36cbf22d2489b0d458ee56bcb179c7f7df1fd87e1eab684b79801b	796012
Endeavor.glb	1bffc537592e967e2bfe418654539c75028cedc95e0962c53fd7eaafc129ed6c	1347740
Expanse.glb	d014c1312d5788824dacf22fd63122a510365d33a71c25c0cc1501cec533fd57	3097720
F7A_Hornet_Mk_I.glb	885d58bb46ba04d9b16fc47f4408cc51e2a1a8f2f56726e1a4a771f403f3e6f7	1221236
F7A_Hornet_Mk_II.glb	2cc643e4ef510938c061941cd2d5c3e6569cb384974bd88c4a79f361cbc205f3	1116088
F7C-M_Super_Hornet_Heartseeker_Mk_I.glb	8706f55e0223b3c4f922a17806a3cef935f1f0f4c7e6a495e64602bd8920563d	1544684
F7C-M_Super_Hornet_Mk_I.glb	8706f55e0223b3c4f922a17806a3cef935f1f0f4c7e6a495e64602bd8920563d	1544684
F7C-M_Super_Hornet_Mk_II.glb	a85f0b6906d882c86937ba123a5a3593266016af14c534b3afbaf23bc63deec9	905224
F7C-R_Hornet_Tracker_Mk_I.glb	05dc0fa0aec655814f7f8ad71a00496e5f4b58a700f14862957a90ce426facc1	1587644
F7C-R_Hornet_Tracker_Mk_II.glb	b317808cb5c948248efea9b3bcc2cf726a6e757b34b053a42912accf98bfe198	735252
F7C-S_Hornet_Ghost_Mk_I.glb	b5d2af065398e17513e6f710c4142b97369a48e4c39e7f90389aea4e5269a0ef	1263832
F7C-S_Hornet_Ghost_Mk_II.glb	6c7f7d1b3f46c1a850f540e7e04387f2ac00a5b82151116a137d0eadead0b2c4	647124
F7C_Hornet_Mk_I.glb	885d58bb46ba04d9b16fc47f4408cc51e2a1a8f2f56726e1a4a771f403f3e6f7	1221236
F7C_Hornet_Mk_II.glb	d3a4a0cb7476f8335f2e17e7561fa91084a101ed1e5389dc534728b3a021108d	679648
F7C_Hornet_Wildfire_Mk_I.glb	4e33c3657ff89357e7b5200c4685ebbf59843b154fa3459b41d73aecfa459244	890436
F8C_Lightning.glb	5c5f9b36e922b02fb31371654e7298b666df3953eca26168d360595ed88052e3	1021772
F8C_Lightning_Executive_Edition.glb	5c5f9b36e922b02fb31371654e7298b666df3953eca26168d360595ed88052e3	1021772
Fortune.glb	42b0dca25ee3af5e59d0f8e33e03f836e9f50d5bbecd39ec1ada5765ab7e4d4c	1165628
Freelancer.glb	c8917321e1f4a03989e2204f140b02a1240227ff93394eb2cfcae5fa4de8009e	3570780
Freelancer_DUR.glb	6dbda6e9f7fc06bf8fc6ee0cdc759476e55e86906f14817d0d6c900a0b19029d	1172016
Freelancer_MAX.glb	53b2d72ba828365a1e6ae60c4956a6c9042ee871d9fa994bb28e5549ab2b4c54	1087284
Freelancer_MIS.glb	62e7e97c6cbfbe0f4134168d67fa35e2dddcc0aed6235a1817d5731a05c5707b	1155148
Fury_LX.glb	f9db3169732f0137e94852c0dd75a90c56177cd003d2dfadda11de21e6983ff1	923328
Fury_MX.glb	5262fdc046aa65fe68361e30bdb7e60c2414ca57cd2be028f14cee971e69c863	806940
G12.glb	3fc096b7877abe22237d06884ad21d786365f4ac889b3d3b6f13ee716ff7303e	2311448
G12a.glb	1ec93944c0e40acd3ad751f7d2c6189dc6537c1be936a9b847f46c3776290fee	2686408
G12r.glb	f42457f7356cbf007783204197f8a8a9da08500e40349d092353a702c522538c	2338076
Galaxy.glb	847965a0078334084578f2d0473a8383a0a1e65b28e7f3cafcf3627db157eb88	1803568
Genesis.glb	27f16e1e3b51633e1db238bd3934e3106ee32bae452ced7a0d63d2fc9e03c89b	708232
Gladiator.glb	ac3347cc611464de88dd028ba08c236b6995200666d07f593b723e0f57f083bf	998328
Gladius_Pirate_Edition.glb	bd358c62b6fd4ad94ceddb82dd30f253edcf9bf6054bf91f0f2bb8c35d5a67d1	1240936
Gladius_Valiant.glb	1f488071676b7c20bffb53e040859c4dd32c93e0f8851fd87f1878e654249901	870912
Glaive.glb	67083418561dc59a1143addeba5fb28fa13e27bdfd889f9c9ea895b88c4dd68a	749884
Golem.glb	f903f4d99ec9c2d640ecc9876052ce40e661a990ddd30cd803752e1966d9dae5	946072
Golem_OX.glb	188414b925f768fcd1a6c0e0a31616f79802dbf99e70309883c9d7c04e396a99	2681164
Guardian.glb	7937e74dd4435992810f9a8b889d1e7d8de19feb9d5fe749211fdc54f542db42	1782720
Guardian_MX.glb	691fc0297f5704eef1a56c2b1fb3e5151f0b6457a94197c96df440c4b9e0fb74	1898140
Guardian_QI.glb	ccb070960a36690b3698a20d4b56dc0bac99182206dbdebd40c7ba9475e5e712	1862172
Hammerhead.glb	e1fec5029088b2b6246993db128147ec1b6c64300780601aa165c0f32071c9bc	3608636
Hammerhead_Best_In_Show_Edition_2949.glb	9b35410a872dcd1efd2ae8fc09f11b11a17cb6a69ecc580da1bafd4f71851f4d	3608560
Hawk.glb	5f890c0255822cc04ac1eae7ced516ea84427933793a4965b5db7abd5a4cdc4e	1915564
Herald.glb	3f8b36fd6760d6b36d4fc841a1bf8e341e903d67d1d5d4112fdfe3c26d470ebd	1048440
HoverQuad.glb	1002a5e20e74b1ea83ec76f90d4f8c03c06a534c703a032c593b5153dd989e60	824584
Hull_A.glb	a091d877ad393e8b20e3089cb309edf965f6b1eb8b0fdb152999048e70080c31	579688
Hull_B.glb	65bdef8cab2fdd097102fec46f5227a5610332cc24b4e54d1653e302e9bac9f6	944264
Hull_C.glb	14d3fafdc67df58444b4f6fb9578ead51b7c510cb160ef8df019784b602a63af	1784872
Hull_D.glb	8d7f25c366bd63c79f1f688680c4982bf4c299e0b0e2f321939b5a0873acf8be	2494788
Hull_E.glb	5e14a203ddd35511e3fba90529d2af91a2ae46143ad38b876bba163c09f57fd7	3701160
Hurricane.glb	6b2b55792f04562593064f85b0092ef471f1275227a7b0dd28513a06764e41a5	2299776
Idris-M.glb	8852030bc1840d562fd0f515415596576e2556f3ed420b224e0905abb407857c	2107264
Idris-P.glb	f0a15115e8c5d47d965299a49c351e672147f9321a4c6f11b83edb8632707ceb	2045856
Intrepid.glb	2f10e400950bc603a979e0550e741cb68f4e6046753fd70fc24491d9bd47b22c	1354028
Ironclad.glb	2bfb5f127b758f87459ef88ab4cca4ee088874995956826f8767d435cd9ce069	2850596
Ironclad_Assault.glb	c2ef6f8a41c7b1105ef6b045260e51ab539d17e6998296ba2d3969638a945f99	2850672
Javelin.glb	2f43f2e25089ce3b89aa74ef19a6cb55962a9e1332831159ce26b87b1aed4efb	2554276
Khartu-Al.glb	58aaa8c81372eb0f52251e41aceaad4ea37f006ef4334c5afa5f82c8e418f285	420104
Kraken.glb	7f9e8cc60a121f5a044c6577163abc558d0e190cad437b8ab5195eae38e7e934	2268356
Kraken_Privateer.glb	6757b840d9f99e970ee016d10d011888020c305b279be8ca813798d4b034ccd7	2268360
L-21_Wolf.glb	0992d83e56bfe8ac87ffd109eb250f1a8d7113de21de1972b715b737f0f201b8	1166188
L-22_Alpha_Wolf.glb	b59827cb71ba0956f91aec2d30a3342c7b6dcc1a35ba0a0f95cd61f2e19d0471	1250420
Legionnaire.glb	85f571790c49d5e623381f850ec9c20908a3c5446920c125daa7bb38d3c60a8c	2374724
Liberator.glb	59bf6ac41faa4daaead62a0a5f2b471c2da76de3716889c9fdbe6ed5ff6ada62	4595664
Lynx.glb	7462ee223dd3a67b59715599100361e116601bfeab7320dfd697722a7068b7c3	438736
M2_Hercules.glb	f7c5810154ccb81b5bda49301e6b0f1ed69394e4863614d8cdffb12bdd1c73a7	1692356
M50.glb	a3b87d60f2450f6396de9c7dc3f9c25e8de5dad5c4cf61eb46c12a0ea22b5e77	851980
MDC.glb	3e58fe7f90af617489df646d66cf27472aca470126167bdf9a37aa563fa061d6	452288
MOLE.glb	e231f3ba4c1d255b3308758ff505d0fa53659d8055735d494e10fe3d0b8c3c3c	2531940
MPUV_Cargo.glb	b9e2fd04a4d30728cb0962cd16500cf4d862689a06e8eb3d9a32565c41e4820a	903824
MPUV_Personnel.glb	39c998f8f11181ff4066c31a6b1609ad5243cc5a2ca2f9866e925e5902289bb4	1034152
MPUV_Tractor.glb	25bdb7f31470f8e55f8c7a0113a7eb1d3052367e6e199bee3b70e3ce374e63ef	841136
MTC.glb	79052666205519b6e427ffba5deb7e251591732c33ce8e2216e852eef0d47c55	518032
Mercury.glb	ce4e2841eb9bffd910746a1234be614205f04c499e2784c74fe2d5b77418e85e	2443924
Meteor.glb	6711acbeb7f4a32c1a317d24bcf522172c6e16d9998b050d157cbad8b43223ec	570992
Mule.glb	2613a5d20042fbb8df6d0b30cde51308316dc51612639b600aab455ef2a0b8b7	1172188
Mustang_Alpha.glb	7e473ccefb4d56504687669e17b967c0301f6ef6d49c185490df5b3c770706d2	1012072
Mustang_Alpha_Vindicator.glb	7e473ccefb4d56504687669e17b967c0301f6ef6d49c185490df5b3c770706d2	1012072
Mustang_Beta.glb	1c6b7991fb9c92e4a8fafce93da2f7f3b288c3642ab8e5ac273a89507d8e35ee	964544
Mustang_Delta.glb	6290da122cecb049e1db11a27c39b3d591c34afdc3b30c30abf5e6d6d37e0c42	1290116
Mustang_Gamma.glb	35c906231550d5a2cf2eae4bcfbc5c8bca4685378e3c80cc36e947f6e81045a2	910196
Mustang_Omega.glb	35c906231550d5a2cf2eae4bcfbc5c8bca4685378e3c80cc36e947f6e81045a2	910196
Nautilus.glb	e8f50056d160dc6c0111770e0bb5910fe0853ee81c301f5def13b57fade9f35f	2993780
Nautilus_Solstice_Edition.glb	27059582a81b879e1566865430a96eec9d395f6d64d220fe8a6ed3a780fce8df	2993852
Nomad.glb	8deb0fa2b4b557fd2bbb67f89b669b6ede3a27e2b11be2c3097ab337c5fc02c1	882768
Nova.glb	44fc2031cebf479f696e1f22606b53a9cf63a439459c89310bffa87a60586cfc	2848088
Nox.glb	87eb0e5c17145b4e200a902427d2d8ce4552279f45f9edde7d29dabab17565b4	421772
Nox_Kue.glb	87eb0e5c17145b4e200a902427d2d8ce4552279f45f9edde7d29dabab17565b4	421772
Odyssey.glb	f77dd4cb114b7be9f07c8e52df930a88dd30e41347f56cda50ab2ae65f7995cc	3243176
Orion.glb	cca76023e876599aafdac15a2602e2cbed6579b77787dbf429d26132182261bd	4646168
P-52_Merlin.glb	83c7eea39934edbaf4321fc19cd09e0f01b0b4e1f85ac6504ba19df464d77706	559360
P-72_Archimedes.glb	f04bbf0d36a9aded8d1eaecc9aa96322d4b8c497984a02c8d39a71b30fed80a7	1069340
P-72_Archimedes_Emerald.glb	79e44ed26b0f79c06ed5a7f39ae725e1870f2ee17dc5c46dd8e84d61d82a7648	1069384
Paladin.glb	8fc40aa518b8bcfe5e0bc0a182ca98b6292b1d5caec17b3547b4c7f4e4eba472	329120
Perseus.glb	2f86a0dade91afc13994ee6b0a3eafc8a43fabcde2d962c5f28261b48802843f	2147960
Pioneer.glb	dee739e3fe4b22d859a51d0f6d1041ad87c82970eb17c3b6de582396fa5f368f	3380824
Polaris.glb	2c344f5ae595773848d4c9ff2d6cb8279fc88566489e9a3a0587245536ef3c0f	2636048
Prospector.glb	a7b8226929707255474cfa26f336441b5022016b7dba3a992b2da444b326b714	1738732
Prowler.glb	6a559ffcead062ece5260866ae422dfcfc56920dbd3d55f7c0702222639cf6e3	1529348
Prowler_Utility.glb	00a712dfe0bc51e8d0f3caff694f38ae89bac840729533086db8f296c6e8a4ca	1789024
Pulse.glb	55f983b584b3a248b5c08060e646ed1b855cbea3b9b9c14ad76ecfb23227f8ef	1060988
Pulse_LX.glb	55f983b584b3a248b5c08060e646ed1b855cbea3b9b9c14ad76ecfb23227f8ef	1060988
RAFT.glb	5a549f88d060b9d34da4d453700a31ab5df4b600625ce5bffd0337ae878a3ca1	2701700
ROC-DS.glb	a6e9eb38ce12958ceaf57a84c5cfadf84fd643d277fe7e14283534a9e427cf81	1163336
ROC.glb	3981dd37dee300b619d3c58ffb1537379dae0f270ef78112e7db2c5359ccdc18	848808
Railen.glb	accf1977ac1d8659ed17f34b77728baba1e0ca56d38f5b7c44e86e82d92a4267	2742356
Ranger_CV.glb	711aeda67241ac13c31dd13bab892f319bafb0408e927f35e6d7111100b87b11	1701252
Ranger_RC.glb	701ac40acd1e206ae7b0414e3bbc96d3149eb80df6f6cc2cfc56bea1ef58b571	2087076
Ranger_TR.glb	d1fbe90a2fda108ea13d7570b3a113db8b297e1b9c5251be9d5c73800b615b6c	1987320
Razor.glb	f510b86dedef92c2652ffa3269d3606f8f7d4e6f8a63ceeb8995136b84602cf8	501820
Razor_EX.glb	ef2f2886bda1572e17a713e251678aa19bb52adf048b9d2feaca9e10b6676903	614424
Razor_LX.glb	99fbb7ceb0edff994fd8313bdfc5caf2434a0c9835eca451c62763cd948dd255	652568
Reclaimer.glb	99682c8660f1a5f3366068624cd4d4c9d79ea7a15afc526759ba5ad9a2e87dea	3215104
Reclaimer_Best_In_Show_Edition_2949.glb	10404052f4a17b7717be5faf356066226b8c517081d7c79cdcc1a1282334f0b6	3215108
Redeemer.glb	c33522a17d9c5afedf23987ce577059e19729552d708b38bc7cb7662ad11a6dd	2604188
Reliant_Kore.glb	6bff6d5eca5963c096eee0b1a0765fc28a47f479467a81ca67bea1e60f2c886f	764280
Reliant_Mako.glb	fe55ef9b02a1b4d3a1f26157c208601045e49057636ff916732bdf08798e7d77	1081104
Reliant_Sen.glb	d18b26f162cbc22abc248c330df5493483df80a5fe7622149c9088d257f3b3da	1015060
Reliant_Tana.glb	97c846cd0ff216f5411488ad295f62a4e0cfbbe5a44f54e61ff62f71dbf12d45	1056756
Retaliator.glb	7bafdbfb708fb3a6f2dd7741741d40ad58741a7cac12eddab143f217c470d331	1410652
SRV.glb	6aeae44bbc50b876a4714a103e35ccac633041d3702b2b595a959376cfc00835	2140016
STV.glb	6e4f9a3f0afc7ebb538d178607e540da38b08f54662e3ee42d1ba4a981abfc96	1072256
Sabre.glb	d1162bf4c676f16f0eaa95ee294c2199d910e3a7c85ebb979484e48de27f0090	1772312
Sabre_Comet.glb	767ecbb05d8f79bf07d7caafbf52fd5b827cef22de63ee09732ee593cbc198a8	1772312
Sabre_Firebird.glb	d161a4ee187d8143f05bf0484909d86eaeabf60a368d8604a39d230d7298301d	817904
Sabre_Peregrine.glb	a99279e9711880182ac6337b04aa7247c58e4557b43c1253e9bf012618569f90	460692
Sabre_Raven.glb	0db58d11692fcec690b7e98bcfe40a2f771040c745724a0b067cf6cca50b3e8b	1090492
Salvation.glb	a50af4399687035fea8e2363164bc455771008ce9d8f3d9a2cb03c50ae220e8c	1222340
San_tok.y_i.glb	7eaacd70a71f0674a026f8dbe6200c496385c8507bb298e41673b8d7ff59cd96	1870308
Scorpius.glb	9a113523e9ff01415f68b1e2c6991f9160e8e1baecb9a1061e0e5f76f51043be	2548148
Scorpius_Antares.glb	64ff8504f9ab061aec916ebb8df0f1f10eb9ba9653b247b08216eefafd951b75	2548256
Scythe.glb	13ced47b8c76e251516ee8022fe2bf485e6c4dd3d9e7e5c6e1450e50db0613a1	1125416
Shiv.glb	fb8d32b736999b62ca1701b872ff1a7377b3542b887f4b015191991cd21ce636	2155488
Spartan.glb	6c1c5a93d267866fe6691292c7f89d8b0cd10aafe995de461a274aab9b0ee7e3	885764
Starfarer.glb	4fe748b5a1148e914ef5c48d12f2019fe5554fbabd074a65ed374c68b831a877	1478832
Starfarer_Gemini.glb	7f402f93e1254117275724751f99f504404c26a858ae30722152f57871e688cd	5478516
Starlancer_MAX.glb	0c37765f00a8f88316e8543c41a7fcaa348149a3be807829b77e37591fc29c75	2041280
Starlancer_TAC.glb	75730dfb093c89136dd499d3a46d5ac6d1fccf328d61fc2a8418f3ad70b7c27b	2104640
Stinger.glb	a161e39f1e88196e117bc26cdab416deb3c42a50010eb1f9088907e51b81516a	1411668
Storm.glb	f1dbde8fb6f2c8aba4d3b46446de834151bd3e86a202cfbe6c2e4d8792d5375c	1048924
Storm_AA.glb	aa16c861b605f840f4f9438114655ae96fd19332adaf9748a3e4d0ed3e170556	847328
Syulen.glb	8d561de4bd6dc08c352dc389e2c5e431936290017c8b4459f03881f1daac3e82	588872
Talon.glb	cb6ede4d98969844c99cd0b88ad13abc975be2223c74080811ffd71769732afa	1300200
Talon_Shrike.glb	5ff22bbc755c3126e45bbefda89b51fd06125b2b5e8e3fede558c165b97e4847	1239884
Terrapin.glb	df0ff2369dd6383ee7c13057abc6ea3b0e358eee1e1197669a84d08253274176	459376
Terrapin_Medic.glb	1557dd01d1ef66b4d914589d9f5a93c6b2182f059f7ace0dd711803e5eb394b1	1326728
Ursa.glb	59d21b0c8ac482a269857871daab9217147dfdbbf6e4431d119a37eb251d5b0b	576272
Ursa_Fortuna.glb	59d21b0c8ac482a269857871daab9217147dfdbbf6e4431d119a37eb251d5b0b	576272
Ursa_Medivac.glb	466841ccb43bdf6165d7db3fa387f8fc26fad1a2a9cfe34b6ca3c1fc7dc268ad	721772
Valkyrie.glb	25cb9dfe60ba5ac8126afe62904db08f89c4f2d4d022480a89b6491981f6079d	2017064
Valkyrie_Liberator_Edition.glb	ca1f2877acfb792df417b115b31296b4c7ac368f515dad65d2f041a2d17d6691	2017064
Vanguard_Harbinger.glb	c49a91e1e0a3d76a9814f6bd81cd5d7df44f858268fe09276f6801c859d6c0d5	946352
Vanguard_Hoplite.glb	05df4f6093de2c36f7574f7209161698ff2a45b8cfccede9210445437c083776	1075708
Vanguard_Sentinel.glb	3c0c8944a7c901a83a6002d76037054ab5395e2fd2c79080d3907f385d0ba362	1106960
Vanguard_Warden.glb	32b1afee8e7d9447b88bea3278992350396ae45a3f820d1c0b369a8678f64614	2740368
Vulcan.glb	565889e9e57a28e64d80e174de5b830656576d9d8dcaf8cb77e7f3c1161e68dc	3400516
Vulture.glb	ca471c21ee89f2d4f18e4dfa8e895d681abad980131e6d91fc4c27b4e0c9d55e	2588540
X1.glb	8b4e3889d24381dc436081ad76e74383e92c55863d958d0647a6fcc5aa7a40f0	1841040
X1_Force.glb	65ae646f8d4fffbbb3358007b55edf56d8a5c13171708a0a0caacb2e0c444041	1841024
X1_Velocity.glb	adf5d7e02db412c692d46a73c35341c4bd880148854948dae5a5f1cb0ff3044b	1356368
Zeus_Mk_II_CL.glb	c86f0c44fcef84598f55de41a7362acac5be0b7715e88042b8b2fe11d2bcfd43	560284
Zeus_Mk_II_ES.glb	1a06ed10479ae7044e3891db8ea6c6cc5e8019b01954edc0a8a087e654cd8692	725904
Zeus_Mk_II_MR.glb	6c4fa4246c1cd8d17b30357a0a103c4d1fcde2121e79bfe709c7b7dccd112e93	797280
